

gen best mean std
0 58.999892 -4.026384 8.135465
1 58.999892 0.067734 10.935837
2 58.999892 3.093666 12.275892
3 58.999892 5.976751 14.291949
4 58.999892 7.848621 15.274965
5 58.999892 10.726426 15.287575
6 58.999892 11.976274 15.202903
7 58.999892 13.55876 15.209313
8 58.999892 15.741823 15.150486
9 71.941337 17.97722 15.880543
10 71.941337 19.382898 15.531086
11 71.941337 21.224619 15.502663
12 71.941337 23.163715 15.423889
13 71.941337 24.523933 14.751201
14 71.941337 25.694699 14.271706
15 71.941337 27.011134 14.67705
16 71.941337 27.839148 14.84069
17 71.941337 29.044256 14.24891
18 71.941337 29.274766 14.082635
19 71.941337 31.190404 14.049117
20 71.941337 32.105797 13.978609
21 71.941337 32.78149 13.857189
22 71.941337 33.706547 13.469559
23 71.941337 33.98433 13.470882
24 71.941337 34.753092 13.099567
25 71.941337 36.012118 13.27636
26 71.941337 36.725243 13.038028
27 71.941337 37.663981 12.783666
28 71.941337 38.014084 12.755109
29 71.941337 38.769272 12.522699
