

gen best mean std
0 44.741353 -2.99457 7.812074
1 44.741353 -1.699402 8.528313
2 44.741353 0.639405 10.420334
3 44.741353 2.793505 11.768966
4 44.741353 4.034283 11.674359
5 44.741353 4.767565 11.656803
6 44.741353 6.242123 12.722707
7 44.741353 7.514575 12.438914
8 44.741353 9.287103 12.364721
9 44.908933 11.508225 12.929589
10 44.908933 12.420855 12.607234
11 63.243653 14.559858 14.557527
12 63.243653 15.557164 14.409707
13 63.243653 15.935983 14.292271
14 63.243653 17.678872 14.845848
15 63.243653 18.525803 14.356843
16 63.243653 19.180204 14.405387
17 63.243653 19.305917 14.293345
18 63.243653 19.803523 13.88704
19 63.243653 20.182038 13.883011
20 63.243653 21.287723 13.896228
21 63.243653 21.73641 13.954641
22 63.243653 22.017385 13.816015
23 86.177283 23.693309 15.185473
24 86.177283 25.263453 15.097246
25 86.177283 25.687822 15.256404
26 86.177283 26.52949 14.732254
27 86.177283 26.832513 14.572825
28 86.177283 27.28237 14.25305
29 86.177283 27.554996 14.185609
