

gen best mean std
0 49.873002 -1.994915 10.667505
1 49.873002 1.077921 11.779387
2 67.327805 4.933538 14.684812
3 67.327805 7.085056 14.861378
4 67.327805 9.081302 15.6108
5 67.327805 11.271917 15.695259
6 67.327805 13.033367 15.571493
7 67.327805 15.205129 15.870661
8 67.327805 16.433518 15.978397
9 67.327805 18.017859 15.813106
10 67.327805 19.248827 15.554716
11 67.327805 20.55483 14.977194
12 67.327805 22.630078 15.577898
13 67.327805 23.149515 15.713078
14 67.327805 24.256822 15.186533
15 67.327805 25.362671 14.778038
16 67.327805 26.957843 14.09841
17 67.327805 27.216329 14.138859
18 67.327805 28.41575 14.750117
19 67.327805 30.093703 14.641831
20 67.327805 31.787051 14.198183
21 67.327805 32.639101 13.792741
22 67.327805 34.350838 13.241622
23 67.327805 35.327496 12.95426
24 67.327805 36.006332 13.457967
25 67.327805 36.412368 13.479331
26 67.327805 37.146272 13.30304
27 67.327805 37.774958 12.93321
28 67.327805 37.852165 12.94784
29 67.327805 38.092605 13.038053
