

gen best mean std
0 9.879433 -4.339069 3.951076
1 26.630864 -1.719904 6.743693
2 26.630864 -0.332664 7.579996
3 51.549543 1.68117 10.465268
4 51.549543 3.625866 10.708738
5 51.549543 4.46706 10.550031
6 51.549543 5.797114 11.443949
7 51.549543 7.355443 11.113746
8 51.549543 8.792118 11.666938
9 51.549543 10.957407 11.711489
10 51.549543 12.316762 11.723411
11 51.549543 14.100215 11.750094
12 51.549543 14.745755 11.520667
13 51.549543 15.445163 11.762919
14 51.549543 16.291347 11.546069
15 51.58375 17.695554 11.900969
16 51.58375 18.258619 11.977337
17 58.816592 19.464449 12.859298
18 58.816592 20.170009 12.608997
19 58.816592 20.661714 12.66223
20 58.816592 21.125004 12.838012
21 58.816592 22.399352 13.215996
22 58.816592 22.735791 13.118579
23 58.816592 23.145611 13.021716
24 58.816592 24.703013 13.347641
25 58.816592 25.084146 13.310564
26 58.816592 26.095817 13.776881
27 58.816592 26.328521 13.665131
28 58.816592 26.548675 13.651254
29 63.650332 27.30465 13.932356
