

gen best mean std
0 34.173823 -3.403954 6.427963
1 34.173823 -1.237073 8.299173
2 34.173823 0.363373 9.076082
3 34.173823 2.453493 9.688721
4 34.173823 4.395279 9.858387
5 34.173823 6.004852 10.40263
6 34.173823 7.420099 10.298099
7 44.648117 10.023848 10.987981
8 44.648117 11.762387 10.784414
9 44.648117 13.221844 10.512139
10 73.958754 14.9181 11.609969
11 73.958754 15.674406 11.683669
12 73.958754 17.081536 11.430004
13 73.958754 17.949138 11.392235
14 73.958754 18.951726 11.482211
15 73.958754 19.988142 11.549087
16 73.958754 21.31877 11.887312
17 73.958754 22.775738 12.146879
18 73.958754 24.065195 13.199098
19 73.958754 25.444012 13.640051
20 73.958754 26.749209 13.937478
21 73.958754 27.762931 13.836672
22 73.958754 28.792283 14.802743
23 74.074438 29.681858 15.393011
24 74.074438 29.71104 15.392911
25 74.074438 30.663277 15.260576
26 74.074438 30.859844 15.261618
27 74.074438 31.102592 15.1023
28 74.074438 32.22013 14.514085
29 74.074438 32.22134 14.5128
